Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-07-13,36.48,95.43,37.71,20.41,40.75,11.37,9.53,1.02,16.26,1.92,1.75,0.78,,0.94,0.71,,72.96,1.1,214.99,,0.0,97.62,,-0.0
2024-07-14,34.92,101.85,36.74,19.69,39.68,10.45,7.43,1.04,15.56,1.92,1.75,0.78,,0.93,0.71,,65.13,0.78,193.71,,0.0,105.45,,-0.01
2024-07-15,36.36,97.03,32.8,17.79,35.52,13.8,4.75,0.91,15.66,1.93,1.75,0.78,,0.95,0.71,,70.91,0.94,193.94,,0.0,80.73,,-0.01
2024-07-16,35.84,92.72,27.37,22.12,33.24,23.2,5.43,0.55,15.75,1.97,2.32,0.82,,1.01,0.74,,66.01,1.27,212.6,,0.0,108.04,,0.06
2024-07-17,28.48,78.41,28.24,23.66,34.91,31.66,11.34,0.66,17.22,1.98,2.8,0.84,,1.03,0.76,,68.04,1.39,223.31,,0.0,90.64,,0.02
2024-07-18,31.81,84.69,40.25,22.93,44.16,25.39,10.13,0.91,17.48,1.92,2.74,0.78,,0.94,0.71,,78.66,1.12,222.04,,0.0,68.46,,-0.05
2024-07-19,33.45,120.33,49.93,20.89,50.56,17.86,3.3,1.29,18.58,1.93,2.74,0.78,,0.93,0.71,,78.89,1.4,227.34,,0.0,69.62,,-0.07
2024-07-20,30.23,96.52,39.27,18.52,41.06,26.55,5.28,1.03,17.64,1.93,2.74,0.79,,0.95,0.71,,67.2,1.06,220.12,,0.0,92.19,,-0.01
2024-07-21,33.91,86.45,30.24,20.23,34.77,33.64,12.22,0.96,16.68,1.98,2.79,0.82,,0.98,0.76,,73.87,1.24,224.2,,0.0,62.4,,-0.01
2024-07-22,31.58,76.35,30.47,18.42,33.86,32.3,15.71,0.86,16.81,1.97,2.78,0.84,,0.98,0.74,,79.53,1.24,212.25,,0.0,68.27,,-0.0
2024-07-23,30.01,67.16,32.29,19.67,36.09,31.47,21.69,1.02,16.53,1.96,2.78,0.83,,0.99,0.75,,82.32,1.0,203.11,,0.0,62.74,,-0.03
2024-07-24,35.93,79.69,36.66,19.95,39.77,28.75,12.3,1.07,16.73,1.94,2.75,0.79,,0.95,0.72,,78.64,0.73,171.06,,0.0,87.73,,-0.06
2024-07-25,29.91,75.47,34.23,18.7,37.18,30.78,16.04,1.09,16.04,1.94,2.77,0.81,,0.96,0.73,,74.58,0.89,232.63,,0.0,88.41,,-0.07
2024-07-26,33.46,73.66,29.33,17.67,32.67,29.57,12.23,0.89,15.4,1.96,1.69,0.95,,0.99,0.81,,80.7,0.76,149.77,,0.0,65.42,,-0.1
2024-07-27,28.91,63.02,29.92,23.44,36.21,27.73,15.62,0.86,15.71,1.96,0.77,1.04,,0.97,0.83,,78.19,0.84,197.91,,0.0,87.2,,-0.01
2024-07-28,26.31,48.68,34.68,19.19,37.81,25.15,22.55,1.02,15.65,1.93,0.92,1.02,,0.93,0.81,,69.61,1.14,216.16,,0.0,112.85,,0.01
2024-07-29,31.15,56.6,32.39,18.21,35.38,27.16,15.79,0.98,15.98,1.93,2.18,1.01,,0.94,0.81,,63.61,1.39,253.32,,0.0,100.33,,0.0
2024-07-30,42.65,69.34,27.62,22.45,33.84,26.97,6.23,0.98,15.23,1.97,2.22,1.05,,0.99,0.84,,63.68,1.1,242.26,,0.0,88.91,,0.01
2024-07-31,29.97,69.72,33.43,25.67,40.07,23.0,7.25,1.45,14.73,1.96,2.2,1.05,,0.97,0.84,,71.16,1.2,183.3,,0.0,74.58,,-0.03
2024-08-01,22.48,42.79,33.54,22.59,38.62,23.84,21.33,1.09,15.78,1.93,2.17,1.02,,0.94,0.81,,82.77,1.09,229.05,,0.0,83.47,,0.02
2024-08-02,29.2,66.98,36.36,23.76,41.4,21.82,24.26,1.21,15.51,1.95,2.21,1.05,,0.95,0.83,,84.53,0.76,203.02,,0.0,62.58,,-0.21
2024-08-03,27.65,67.01,31.92,25.18,38.59,21.65,28.08,1.05,15.81,1.96,2.2,1.03,,0.97,0.84,,73.08,1.85,267.81,,0.0,93.46,,-0.47
2024-08-04,24.15,60.23,30.19,25.48,37.44,25.59,32.58,0.89,16.74,1.98,2.21,1.05,,0.95,0.84,,69.54,1.34,209.58,,0.0,85.04,,-0.45
2024-08-05,25.49,59.67,26.62,35.4,39.8,16.84,23.49,0.96,16.1,1.92,2.17,1.01,,0.94,0.81,,73.83,1.59,237.06,,0.0,67.94,,-0.48
2024-08-06,27.0,65.32,17.28,41.82,35.69,13.57,13.61,1.17,15.99,1.93,2.18,1.02,,0.94,0.81,,71.4,2.13,297.18,,0.0,89.67,,-0.47
2024-08-07,24.69,61.91,21.54,49.39,43.06,11.45,20.45,1.18,16.07,1.38,1.67,1.0,,0.92,0.8,,83.38,1.45,277.49,,0.0,41.23,,-0.54
2024-08-08,27.26,64.64,23.72,48.92,44.43,12.35,12.38,1.1,16.41,0.96,1.26,0.98,,0.87,0.81,,81.91,1.14,248.62,,0.0,74.05,,-0.48
2024-08-09,23.7,60.88,25.01,56.92,49.81,10.68,10.69,0.93,16.64,1.14,1.35,0.96,,0.8,0.88,,85.59,1.04,224.45,,0.0,85.92,,-0.45
2024-08-10,22.82,73.18,26.88,62.71,54.22,5.82,12.77,1.53,17.01,1.14,1.35,0.96,,0.8,0.88,,88.77,0.8,232.12,,0.0,50.61,,-0.52
2024-08-11,16.49,61.11,27.64,61.88,54.51,7.41,14.9,0.91,16.38,1.13,1.33,0.94,,0.8,0.87,,89.94,0.99,185.83,,0.0,53.51,,-0.55
2024-08-12,17.25,41.76,26.85,56.26,50.85,7.97,12.45,1.02,14.92,1.15,1.36,0.97,,0.82,0.89,,88.39,0.77,161.37,,0.0,47.87,,-0.53
2024-08-13,23.85,47.14,25.32,58.07,50.53,10.78,19.34,1.01,16.31,1.21,1.41,1.03,,0.88,0.93,,86.65,0.9,207.62,,0.0,83.0,,-0.42
2024-08-14,26.81,63.28,24.03,53.99,47.42,10.75,19.65,1.05,15.44,1.19,1.4,1.02,,0.86,0.91,,83.16,0.85,200.83,,0.0,84.67,,-0.43
2024-08-15,25.41,53.06,22.34,50.37,44.46,13.14,14.47,1.21,15.85,1.22,1.4,1.01,,0.87,0.93,,80.37,1.09,226.69,,0.0,72.3,,-0.46
2024-08-16,28.91,75.68,24.56,56.96,49.43,12.27,18.02,0.96,16.61,1.19,1.39,1.0,,0.85,0.91,,76.11,1.72,247.7,,0.0,97.99,,-0.43
2024-08-17,25.37,87.8,26.45,55.87,50.33,9.69,7.06,0.83,16.37,1.14,1.88,1.0,,1.37,0.91,,75.25,0.89,127.08,,0.0,57.86,,-0.46
2024-08-18,20.7,75.42,25.62,53.74,48.63,11.05,12.61,1.09,16.71,1.14,2.4,1.0,,1.92,0.92,,74.68,0.93,121.21,,0.0,75.22,,-0.43
2024-08-19,23.15,68.41,26.28,58.13,51.2,10.68,12.61,1.32,16.09,1.12,2.39,1.0,,1.92,0.92,,73.87,1.01,163.21,,0.0,85.89,,-0.43
2024-08-20,18.77,53.16,26.35,53.29,48.97,12.85,10.61,0.97,17.38,1.12,2.39,0.99,,1.92,0.92,,81.39,0.91,183.73,,0.0,56.97,,-0.19
2024-08-21,24.04,66.42,27.58,47.83,47.01,11.69,15.34,1.35,17.37,1.56,3.57,1.21,,1.78,1.4,,70.85,1.09,235.26,,0.0,91.79,,0.12
2024-08-22,26.94,73.16,24.92,48.93,45.55,14.73,29.56,0.98,16.05,2.14,4.35,1.43,,1.53,1.94,,69.44,0.97,180.08,,0.0,97.88,,-0.09
2024-08-23,22.37,66.02,30.97,48.66,50.22,10.12,14.42,1.1,15.83,3.04,6.94,1.73,,1.83,2.59,,85.5,0.81,155.85,,0.0,34.3,,-0.36
2024-08-24,24.39,81.57,28.49,49.06,48.41,11.3,6.88,0.8,16.42,2.83,4.94,1.49,,1.54,2.21,,84.15,0.75,131.45,,0.0,79.12,,-0.33
2024-08-25,19.76,47.47,28.74,48.61,48.32,13.17,10.63,1.1,15.56,1.67,3.22,1.15,,1.12,1.38,,73.69,1.01,206.71,,0.0,84.34,,-0.37
2024-08-26,21.78,54.04,27.13,43.81,44.58,14.92,10.1,0.98,16.97,1.71,4.42,1.19,,1.27,1.53,,74.24,1.34,243.72,,0.0,91.09,,-0.36
2024-08-27,24.44,48.18,22.85,43.35,40.87,18.45,11.72,1.21,15.7,1.68,4.1,1.19,,1.21,1.42,,71.19,1.73,252.46,,0.0,103.02,,-0.28
2024-08-28,18.64,57.66,24.45,37.95,39.41,18.56,11.88,1.03,15.02,1.89,5.77,1.46,,1.58,1.96,,80.24,1.07,231.35,,0.0,142.35,,-0.09
2024-08-29,25.05,49.35,30.56,36.85,43.74,16.26,18.13,1.19,15.84,2.65,7.8,1.89,,1.91,2.88,,88.95,1.32,215.87,,0.0,118.33,,-0.25
2024-08-30,26.3,83.34,33.22,41.29,48.18,16.11,14.1,1.49,15.35,5.05,12.47,3.75,,4.87,4.58,,76.31,0.99,144.43,,0.0,185.62,,-0.13
2024-08-31,23.8,80.01,26.59,36.93,40.6,21.27,16.29,1.1,15.08,4.75,6.41,3.37,,4.55,3.16,,68.96,1.08,85.5,,0.0,209.68,,-0.08
2024-09-01,34.04,83.61,27.39,37.94,41.86,22.0,9.95,1.28,27.79,4.83,6.57,3.58,,4.64,3.17,,68.81,1.08,117.25,,0.0,192.43,,-0.13
2024-09-02,33.47,69.32,33.23,38.43,46.59,26.48,9.95,1.36,24.35,4.87,6.65,3.68,,4.64,3.26,,71.65,1.41,260.67,,0.0,192.17,,-0.12
2024-09-03,31.89,77.92,34.34,38.25,47.48,27.5,9.84,1.36,24.73,4.87,6.72,3.67,,4.74,3.33,,73.13,1.47,213.07,,0.0,213.24,,-0.09
2024-09-04,29.72,50.45,31.13,38.99,45.3,24.91,9.85,1.59,24.68,4.77,6.53,3.5,,4.56,3.16,,88.46,0.89,200.46,,0.0,207.13,,-0.12
2024-09-05,40.04,77.18,25.28,37.67,39.93,23.84,18.01,1.17,25.07,5.47,7.52,4.05,,4.9,3.65,,77.11,0.72,186.28,,0.0,253.0,,-0.06
2024-09-06,30.32,69.73,24.28,45.12,43.06,20.26,14.7,1.03,11.66,5.1,6.46,3.44,,4.22,3.38,,83.16,1.2,231.13,,0.0,246.0,,-0.04
2024-09-07,30.01,54.15,25.61,43.73,43.38,18.99,20.34,1.55,10.51,4.74,6.1,3.29,,3.91,3.26,,81.68,0.75,188.23,,0.0,222.71,,-0.08
2024-09-08,34.87,95.99,26.64,47.41,46.14,17.38,19.55,1.38,11.27,4.86,6.31,3.32,,4.04,3.29,,81.82,0.99,105.69,,0.0,189.1,,-0.15
2024-09-09,35.56,83.26,28.84,48.77,48.64,15.95,8.77,1.43,11.4,4.86,6.4,3.4,,4.05,3.35,,80.35,0.81,128.92,,0.0,227.01,,-0.12
2024-09-10,32.34,73.49,29.22,44.63,46.74,17.14,8.9,1.55,11.45,4.99,6.4,3.46,,4.12,3.4,,82.22,0.96,175.88,,0.0,262.34,,-0.07
2024-09-11,30.93,67.54,27.26,42.15,43.87,20.0,13.25,1.02,11.39,4.83,6.26,3.34,,3.94,3.31,,83.7,0.88,130.21,,0.0,197.24,,0.07
2024-09-12,27.89,55.97,27.74,43.55,44.99,18.81,18.77,0.99,11.61,4.71,6.02,3.19,,3.82,3.23,,90.97,1.31,152.05,,0.0,83.74,,0.06
2024-09-13,21.89,50.3,26.6,40.96,42.73,19.74,20.6,1.18,11.65,4.82,6.27,3.34,,3.99,3.34,,90.83,1.12,135.16,,0.0,65.96,,-0.09
2024-09-14,22.91,67.36,24.87,39.1,40.37,23.45,19.99,1.18,11.48,4.89,6.29,3.31,,3.99,3.31,,81.38,0.76,112.18,,0.0,105.4,,-0.1
2024-09-15,29.71,107.98,24.2,38.57,39.55,23.08,16.32,1.42,11.34,4.8,6.28,3.36,,4.01,3.34,,74.61,0.98,140.17,,0.0,143.03,,-0.04
2024-09-16,23.18,149.36,25.73,37.51,40.22,21.76,17.14,1.17,15.31,5.41,7.11,3.78,,4.65,3.81,,72.42,0.93,95.07,,0.0,132.92,,-0.08
2024-09-17,26.22,139.82,27.65,39.25,42.66,16.09,17.87,1.01,19.07,5.23,6.64,3.69,,4.52,3.77,,74.07,0.9,117.94,,0.0,129.45,,-0.07
2024-09-18,26.85,102.66,31.43,39.65,45.88,14.3,15.69,1.11,18.72,5.2,6.6,3.7,,4.51,3.75,,86.83,0.98,152.85,,0.0,57.28,,-0.19
2024-09-19,27.4,51.76,26.67,35.69,40.0,17.25,12.16,0.93,19.08,5.24,6.73,3.73,,4.51,3.79,,86.92,0.77,165.34,,0.0,80.68,,-0.14
2024-09-20,26.32,73.83,26.6,39.43,41.89,16.35,19.7,1.37,18.98,5.28,6.78,3.72,,4.56,3.8,,76.74,0.88,209.06,,0.0,125.48,,-0.07
2024-09-21,22.65,90.02,28.5,34.16,40.66,16.08,14.25,1.03,19.16,5.18,6.64,3.72,,4.5,3.77,,74.21,0.78,191.82,,0.0,115.13,,-0.09
2024-09-22,38.3,128.24,24.66,38.3,39.9,18.11,7.16,0.85,18.75,5.27,6.76,3.77,,4.59,3.79,,71.59,0.84,102.0,,0.0,112.96,,-0.1
2024-09-23,49.32,150.46,25.24,35.79,38.92,17.79,6.33,0.97,22.17,5.18,6.66,3.69,,4.51,3.74,,67.26,0.83,101.45,,0.0,123.42,,-0.08
2024-09-24,60.09,166.96,22.17,40.75,39.07,16.41,6.25,0.88,11.54,5.19,6.69,3.68,,4.48,3.78,,72.19,0.76,116.67,,0.0,94.42,,-0.14
2024-09-25,35.0,156.51,23.02,45.41,42.17,14.51,7.69,1.51,11.64,5.19,6.67,3.72,,4.55,3.74,,75.15,1.21,210.59,,0.0,99.64,,-0.12
2024-09-26,25.82,82.47,22.27,54.16,42.05,17.5,13.44,0.51,13.78,7.18,7.01,4.01,,4.93,3.9,,73.19,1.38,262.21,,0.0,100.54,,-0.14
2024-09-27,28.11,49.3,19.71,71.96,40.47,21.27,13.72,0.91,16.34,6.36,5.56,4.56,,4.36,4.05,,68.17,1.69,271.27,,0.0,123.3,,-0.1
2024-09-28,32.16,53.53,20.64,71.97,41.2,21.53,20.91,0.99,16.61,7.04,6.16,4.48,,4.42,4.29,,71.58,1.21,251.42,,0.0,107.51,,-0.08
2024-09-29,27.51,58.69,21.0,66.61,38.61,24.04,16.97,1.07,16.92,7.96,8.36,6.9,,6.76,4.49,,74.93,0.77,186.34,,0.0,115.4,,-0.05
2024-09-30,29.29,113.4,22.04,64.53,38.42,24.7,7.66,1.06,16.74,7.73,8.18,6.79,,6.12,4.42,,68.89,0.96,93.51,,0.0,115.68,,-0.08
2024-10-01,32.42,126.44,20.2,60.91,35.1,26.78,10.62,1.17,16.33,7.77,8.24,6.78,,6.16,4.45,,67.09,0.93,87.61,,0.0,123.04,,-0.12
2024-10-02,39.17,134.43,21.71,65.34,38.57,23.53,8.86,1.33,16.41,7.76,8.24,6.83,,6.09,4.4,,62.87,0.86,129.97,,0.0,127.31,,-0.14
2024-10-03,34.12,137.8,23.76,70.38,42.86,19.85,8.01,1.54,16.68,7.78,8.2,6.8,,6.07,4.43,,55.12,0.74,84.26,,0.0,129.9,,-0.13
2024-10-04,42.22,151.74,22.84,68.79,41.25,21.78,5.77,1.47,16.4,7.69,8.12,6.73,,5.98,4.27,,63.86,0.77,125.07,,0.0,127.57,,-0.11
2024-10-05,48.66,123.85,22.76,64.4,38.94,23.67,10.34,1.26,16.49,7.67,8.11,6.7,,6.02,4.37,,62.06,0.89,142.91,,0.0,128.45,,-0.08
2024-10-06,46.27,120.52,23.9,65.82,40.6,23.04,9.32,1.35,16.69,7.78,8.18,6.77,,6.15,4.41,,54.51,1.11,130.66,,0.0,121.95,,-0.03
2024-10-07,53.77,128.12,19.91,53.17,34.51,27.7,11.75,1.26,20.44,8.53,9.03,7.44,,6.8,4.63,,52.46,1.06,102.2,,0.0,121.61,,-0.0
2024-10-08,89.39,179.36,22.53,34.75,36.21,26.14,8.29,1.87,25.42,7.78,8.2,6.8,,6.06,4.41,,51.75,0.92,123.15,,0.0,103.48,,-0.04
2024-10-09,79.77,148.26,24.17,33.68,36.9,25.99,10.1,1.76,25.19,7.85,8.2,6.72,,6.07,4.44,,51.39,1.03,109.62,,0.0,110.32,,-0.04
2024-10-10,70.18,126.41,20.62,32.42,33.47,29.14,12.81,1.6,24.55,7.85,8.28,6.83,,6.24,4.45,,46.5,1.06,90.27,,0.0,112.67,,-0.0
2024-10-11,65.06,131.82,21.53,33.26,34.4,28.15,6.27,1.88,24.83,7.52,7.98,6.61,,6.1,4.33,,46.0,1.02,85.27,,0.0,118.37,,0.01
2024-10-12,74.0,151.53,26.07,36.85,40.29,25.15,4.23,2.58,25.21,7.55,7.88,6.59,,6.04,4.53,,47.21,0.83,122.1,,0.0,113.4,,-0.03
2024-10-13,92.04,178.41,33.82,38.54,47.0,17.93,14.64,2.19,25.66,7.77,8.2,6.84,,6.16,4.44,,50.69,0.64,139.24,,0.0,104.42,,-0.07
2024-10-14,94.24,219.34,27.34,35.07,40.22,24.07,8.55,2.15,24.99,7.79,8.18,6.82,,6.11,4.38,,46.14,0.77,109.1,,0.0,101.15,,-0.03
2024-10-15,82.45,178.33,33.5,34.26,44.58,23.32,5.26,1.93,24.86,7.96,8.35,6.88,,6.23,4.47,,42.89,0.78,106.44,,0.0,104.28,,-0.09
2024-10-16,78.06,184.02,31.52,28.99,39.91,23.69,4.64,2.67,24.77,7.91,8.24,6.88,,6.17,4.44,,52.33,0.72,208.07,,0.0,90.49,,-0.08
2024-10-17,103.0,243.78,32.18,36.18,44.56,19.11,4.45,3.39,24.62,8.9,9.49,7.76,,7.17,4.72,,60.51,0.69,141.44,,0.0,87.69,,-0.04
2024-10-18,90.13,229.82,47.11,48.01,61.52,38.29,4.32,2.68,25.35,7.87,8.24,6.84,,6.05,4.4,,56.47,0.75,161.09,,0.0,94.99,,-0.06
2024-10-19,99.84,226.57,38.0,34.69,47.65,44.94,7.58,2.9,25.88,7.79,8.23,6.77,,6.05,4.41,,54.68,0.73,151.01,,0.0,91.5,,-0.09
2024-10-20,100.2,217.9,34.25,36.1,45.6,48.06,10.06,2.38,25.92,7.77,8.25,6.76,,6.09,4.35,,65.0,0.71,176.93,,0.0,90.02,,-0.07
